name,HM_B_AB_nCi_2_SS1_X_LGP[1_2_6]_h-s_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS2_H_A_LGP[1_2_6]_h_MAS,GM_F_AB_Ci(2.0_-2.0)_2_SS2_H_T_LGP[1-3]_e_MAS,HM_B_AB_nCi_2_SS6_G_LGP[1-3]_e-s_MAS,HM_F_BB_Ci(2.0_-2.0)_2_NS6_H_C_LGP[1]_p_MAS,MN_B_AB_nCi_2_NS1_T_LGP[1]_c-m_MAS,N3_B_AB_nCi_2_SS2_H_n_T_LGP[1]_c-m_MAS,I50_Q_AB_nCi_2_SS1_C_LGP[1]_m_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS3_H_A_LGP[2-4]_h_MAS,MX_B_AB_nCi_2_SS4_H_n_X_LGP[2-4]_p-h_MAS,P3_Q_AB_Ci(2.0_-2.0)_2_MP7_T_LGP[2-4]_p_MAS,P2_B_AB_nCi_2_SS3_H_T_LGP[2-4]_c-m_MAS,P3_B_BB_Ci(2.0_-2.0)_2_SS4_H_T_LGP[4-6]_e-s_MAS,MX_B_AB_nCi_2_NS1_A_LGP[1]_c-m_MAS,MX_B_AB_nCi_2_SS2_H_n_X_LGP[2-4]_h-s_MAS,N2_B_AB_nCi_2_NS4_T_LGP[4-6]_c-m_MAS,Q2_B_AB_nCi_2_SS8_P_LGP[4-6]_m-s_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS4_H_A_LGP[2-4]_h_MAS,RA_B_AB_nCi_2_MP5_P_LGP[4-6]_e-s_MAS,I50_F_AB_nCi_2_NS1_n_P_LGP[1_2_6]_m_MAS,RA_Q_AB_nCi_2_NS5_A_LGP[4-6]_h_MAS,N3_B_AB_nCi_2_NS1_T_KA_c-m_MAS,HM_B_AB_nCi_2_SS1_X_KA_h-s_MAS,RA_B_AB_nCi_2_SS4_X_SRW_c-p_MAS,P2_Q_BB_Ci(2.0_-2.0)_2_NS4_H_A_KA_p_MAS,K_B_AB_nCi_2_NS3_T_NSRW_h-s_MAS,K_B_AB_nCi_2_SS8_T_NSRW_e-h_MAS,N3_Q_AB_nCi_2_NS8_n_T_KA_c_MAS,HM_F_BB_Ci(2.0_-2.0)_2_SS5_H_A_SRW_p_MAS,K_Q_AB_Ci(2.0_-2.0)_2_NS3_H_n_T_KA_h_MAS,RA_B_AB_nCi_2_NS6_H_n_D_SRW_m-p_MAS,HM_B_BB_nCi_2_NS0_H_A_SRW_m-e_MAS,RA_B_AB_nCi_2_SS4_A_SRW_c-p_MAS,HM_B_AB_nCi_2_SS4_M_SRW_p-h_MAS,MX_F_BB_nCi_2_NS1_H_X_NSRW_m_MAS,RA_B_AB_nCi_2_NS8_H_n_D_SRW_m-e_MAS,RA_Q_AB_nCi_2_NS8_H_n_D_SRW_e_MAS,HM_F_BB_Ci(2.0_-2.0)_2_NS5_H_A_SRW_e_MAS,P3_F_BB_nCi_2_NS4_H_A_KA_h_MAS,SD_Q_AB_nCi_2_MP6_P_NSRW_m_MAS,I50_B_AB_nCi_2_SS1_P_KA_h-s_MAS,RA_Q_AB_nCi_2_NS7_H_n_D_SRW_m_MAS,RA_F_AB_nCi_2_NS6_H_n_D_SRW_e_MAS,RA_F_AB_nCi_2_NS6_H_n_D_SRW_m_MAS,RA_Q_AB_nCi_2_NS6_H_n_D_SRW_e_MAS,MX_F_AB_nCi_2_SS1_n_X_LGP[1-3]_e_MAS,MX_F_AB_nCi_2_SS1_n_X_NSRW_e_MAS,RA_B_AB_nCi_2_NS6_H_n_D_SRW_m-e_MAS,RA_Q_AB_nCi_2_NS6_H_n_D_SRW_m_MAS,HM_F_BB_nCi_2_NS4_H_A_SRW_e_MAS,MN_B_AB_nCi_2_NS1_A_LGP[1]_c-m_MAS,MN_B_AB_nCi_2_NS1_A_NSRW_c-m_MAS,MN_B_AB_nCi_2_NS1_A_KA_c-m_MAS,P3_B_BB_Ci(2.0_-2.0)_2_NS4_H_A_LGP[1_2_6]_p-h_MAS,RA_Q_AB_nCi_2_NS7_H_n_D_SRW_e_MAS,MN_B_AB_nCi_2_NS1_T_NSRW_c-m_MAS,MX_B_AB_nCi_2_NS3_D_LGP[1]_m-e_MAS,RA_Q_AB_nCi_2_NS8_H_n_D_SRW_m_MAS,MX_Q_AB_nCi_2_NS3_D_LGP[1]_e_MAS,HM_Q_BB_nCi_2_SS2_H_A_SRW_e_MAS,HM_Q_BB_Ci(2.0_-2.0)_2_SS2_H_A_SRW_e_MAS,RA_B_AB_nCi_2_NS7_H_n_D_SRW_m-e_MAS,P3_B_BB_Ci(2.0_-2.0)_2_NS2_H_A_LGP[1-3]_p-h_MAS,P3_B_BB_Ci(2.0_-2.0)_2_NS2_H_A_LGP[1_2_6]_p-h_MAS,RA_Q_AB_nCi_2_NS5_H_n_D_SRW_e_MAS,MX_Q_AB_nCi_2_SS1_n_X_NSRW_e_MAS,MX_Q_AB_nCi_2_SS1_n_X_LGP[1-3]_e_MAS,HM_B_BB_nCi_2_SS2_H_A_SRW_e-p_MAS,HM_B_BB_Ci(2.0_-2.0)_2_SS2_H_A_SRW_e-p_MAS,GM_F_BB_nCi_2_NS5_H_A_SRW_h_MAS,GM_F_BB_Ci(2.0_-2.0)_2_NS5_H_A_SRW_h_MAS,HM_F_BB_Ci(2.0_-2.0)_2_NS5_H_A_SRW_m_MAS,HM_F_BB_nCi_2_NS5_H_A_SRW_m_MAS,HM_F_BB_nCi_2_NS5_H_A_SRW_e_MAS,MN_B_AB_nCi_2_NS1_X_KA_c-m_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS4_H_A_LGP[1-3]_h_MAS,MX_B_AB_nCi_2_SS2_H_n_X_LGP[2-4]_p-h_MAS,MN_B_AB_nCi_2_NS1_n_X_LGP[1-3]_c-m_MAS,MN_B_AB_nCi_2_NS1_n_X_NSRW_c-m_MAS,MN_B_AB_nCi_2_NS1_X_LGP[1]_c-m_MAS,MN_B_AB_nCi_2_NS1_X_NSRW_c-m_MAS,Q2_B_AB_nCi_2_NS7_P_SRW_e-h_MAS,RA_B_BB_nCi_2_SS3_H_D_SRW_p-h_MAS,I50_B_AB_nCi_2_MP3_P_KA_m-e_MAS,I50_F_AB_nCi_2_MP1_P_KA_p_MAS,Q3_F_BB_nCi_2_SS8_H_P_SRW_s_MAS,RA_B_AB_nCi_2_SS3_n_C_SRW_p-s_MAS,I50_B_BB_nCi_2_NS7_H_P_SRW_e-p_MAS,Q3_Q_BB_nCi_2_SS6_H_P_SRW_e_MAS,V_F_AB_nCi_2_SS4_A_NSRW_e_MAS,MX_F_AB_nCi_2_NS2_H_n_X_LGP[2-4]_e_MAS,MX_F_AB_nCi_2_NS2_D_KA_e_MAS,RA_B_AB_nCi_2_SS3_A_SRW_m-e_MAS,MX_B_AB_nCi_2_NS2_D_KA_m-e_MAS,MX_Q_AB_nCi_2_NS2_D_KA_e_MAS,HM_B_BB_Ci(2.0_-2.0)_2_SS5_A_KA_e-s_MAS,MX_Q_AB_nCi_2_NS2_H_n_X_LGP[2-4]_e_MAS,RA_F_AB_nCi_2_SS3_A_SRW_m_MAS,V_Q_AB_nCi_2_SS4_A_LGP[2-4]_e_MAS,MX_F_AB_nCi_2_SS2_H_n_X_LGP[2-4]_s_MAS,MX_B_AB_nCi_2_SS2_H_n_X_LGP[2-4]_e-s_MAS,P2_F_AB_Ci(2.0_-2.0)_2_NS2_A_KA_e_MAS,MN_F_AB_nCi_2_SS6_P_KA_e_MAS,SD_B_AB_nCi_2_MP5_T_LGP[2-4]_e-p_MAS,MX_F_AB_nCi_2_SS1_A_NSRW_e_MAS,MX_F_AB_nCi_2_SS1_A_LGP[1]_e_MAS,SD_B_AB_nCi_2_MP7_T_LGP[2-4]_e-p_MAS,RA_B_AB_nCi_2_NS7_A_LGP[4-6]_e-h_MAS,MX_Q_AB_nCi_2_SS1_A_LGP[1]_e_MAS,RA_B_AB_nCi_2_NS2_n_C_SRW_p-s_MAS,RA_B_AB_nCi_2_NS5_A_LGP[4-6]_e-h_MAS,RA_F_AB_nCi_2_SS1_A_NSRW_e_MAS,MX_F_AB_nCi_2_SS2_H_n_X_LGP[2-4]_e_MAS,MX_F_AB_nCi_2_SS2_H_n_X_LGP[2-4]_p_MAS,P3_B_AB_Ci(2.0_-2.0)_2_NS3_C_NSRW_m-s_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS5_H_A_LGP[1_2_6]_h_MAS,RA_B_AB_nCi_2_NS6_H_n_D_SRW_c-m_MAS,RA_B_AB_nCi_2_NS6_H_n_D_SRW_e-c_MAS,HM_F_BB_nCi_2_SS5_H_A_SRW_p_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS4_H_A_KA_h_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS4_H_A_LGP[1_2_6]_h_MAS,GM_F_BB_Ci(2.0_-2.0)_2_SS5_H_A_SRW_p_MAS,GM_F_BB_nCi_2_SS5_H_A_SRW_p_MAS,HM_F_BB_nCi_2_SS7_H_A_SRW_p_MAS,HM_F_BB_Ci(2.0_-2.0)_2_SS7_H_A_SRW_p_MAS,P3_B_BB_Ci(2.0_-2.0)_2_NS2_H_A_LGP[2-4]_p-h_MAS,classreal,Class
431 Compound 1,0.408809164,4.089075238,1.599694599,0,1150.196948,-0.65172027,0.072342005,0.510204596,6.596828288,3.117895352,1.326468439,0.026311666,0.117660205,0.478304253,0.525678186,2.598591588,0.046301914,28.57653149,0.00338907,2,12.39762704,1.202370065,0.408809164,0.456326667,1212.377319,-0.145769709,0.63655145,367.0153022,0.311380228,2.977680943,3235.124742,1.685081042,0.456326667,0.984271122,2.277420594,22330.01766,57665.1328,38.25448071,63.4211681,0.019995667,1.002134607,2698.967403,1658.08,642.068333,5703.7952,1.39375,1.39375,2208.715065,855.2940751,30.80197008,-0.325860135,-0.325860135,-0.325860135,261.6195845,17998.9056,-0.65172027,14.86881965,8646.98761,38.76,1.412540442,1.412540442,6969.824926,19.4280237,19.4280237,1834.208,3.83775,3.83775,3.170738647,3.170738647,24.61738792,24.61738792,8.660182828,8.660182828,38.25448071,-0.325860135,55.95441359,2.378909305,-0.325860135,-0.325860135,-0.325860135,-0.325860135,1415.440384,0.845446324,0.118804714,0.352357438,0.053666472,1.229258795,3519.390842,0.202116477,0.17073672,11.63,12.07,0.381866367,14.07581593,36.6928,0.056337998,35.3552,0.111007665,1.495509509,0.454155408,1.242345846,9.82723486,0.153975324,0.146317405,1.7125,1.7125,0.183659448,504.7603816,4.93425,41.79479903,29.66557738,1.7125,1.151769231,2.679780379,11.57171969,209.3647433,229.6983878,593.1740959,0.311380228,63.4211681,55.90537918,0.363993854,0.363993854,0.296531844,0.296531844,11.99061794,active,1
433 Compound 3,0.463679737,3.423853001,1.549623656,0,1220.706699,-0.546445958,0.118816902,0.510204596,5.996580986,3.136675191,1.18109001,0.040447269,0.170777407,0.478304253,0.503189724,2.497861169,0.046125146,25.76701498,0.003095233,2,13.45258213,1.407866892,0.463679737,0.456272236,1129.419514,-0.27171043,2.121087368,353.3349334,0.211276115,0.731180704,3243.204285,1.925837925,0.456272236,0,2.277420594,22330.01766,57665.1328,19.30083314,57.92828742,0.019014597,0.854295171,2698.967403,1658.08,642.068333,5703.7952,1.15125,1.15125,2208.715065,855.2940751,21.35396245,-0.273222979,-0.273222979,-0.273222979,227.6294427,17998.9056,-0.546445958,14.86881965,8646.98761,38.76,1.815677742,1.815677742,6969.824926,16.08419542,16.08419542,1834.208,3.3235,3.3235,3.735540888,3.735540888,15.69909243,15.69909243,3.998730836,3.998730836,19.30083314,-0.273222979,49.67768801,2.407710832,-0.273222979,-0.273222979,-0.273222979,-0.273222979,1355.874078,0.941281873,0.118989028,0.293184019,0.056625429,1.228559552,3344.433391,0.209693643,0.156785502,11.63,12.07,0.381866367,14.07581593,36.6928,0.249918303,35.3552,0.111007665,1.371511017,0.441772744,1.210517807,8.058664204,0.153974954,0.114913368,1.57625,1.57625,0.140918838,526.4598961,4.743,41.77102477,31.0023566,1.57625,1.151769231,2.684036373,12.1813491,185.3717911,229.7027283,593.1853046,0.211276115,57.92828742,48.62380538,0.25361086,0.25361086,0.217377599,0.217377599,9.153126785,active,1
435 Esculetin,0.406261197,3.769116289,1.545410535,0,1005.500838,-0.65174149,0.091640198,0.499534491,6.318831588,2.720345168,1.238682028,0.034176203,0.141268176,0.47891105,0.527521809,3.062945519,0.046215274,27.55023472,0.003860223,2,12.93375677,1.241757917,0.406261197,0.465801745,1201.455969,0.407844786,0.298209047,366.9275041,0.29328813,-0.279430587,3235.735969,1.852750307,0.465801745,0.93406802,2.277420594,22330.01766,57665.1328,32.23339994,59.24371438,0.018695402,0.852834314,2698.967403,1658.08,642.068333,5703.7952,1.39375,1.39375,2208.715065,855.2940751,29.19274078,-0.325870745,-0.325870745,-0.325870745,221.216636,17998.9056,-0.65174149,14.86881965,8646.98761,38.76,1.582138889,1.582138889,6969.824926,18.17520235,18.17520235,1834.208,3.83775,3.83775,3.426965369,3.426965369,22.08767748,22.08767748,7.133909433,7.133909433,32.23339994,-0.325870745,48.41484228,2.333373134,-0.325870745,-0.325870745,-0.325870745,-0.325870745,1350.678696,0.906356648,0.116077982,0.297488862,0.057501155,1.348054932,3817.465673,0.219218873,0.158909674,11.63,12.07,0.381866367,14.07581593,36.6928,0.316422028,35.3552,0.111007665,1.323755583,0.44867063,1.232128122,8.524621326,0.202717849,0.126940865,1.7125,1.7125,0.151282086,592.967349,4.93425,45.8338677,31.7451192,1.7125,1.123269231,2.691707782,11.56249606,162.6859898,229.698528,593.1744577,0.29328813,59.24371438,45.97890556,0.357968864,0.357968864,0.292268633,0.292268633,12.01194582,active,1
440 Stigmast-5-ene-3beta.26-diol,0.421059541,3.810905621,1.581526856,0,1491.712484,-0.651742606,0.091240865,0.499534491,6.731395892,2.809508271,1.254986991,0.029779321,0.127778542,0.442068216,0.5352772,2.456939559,0.054980355,30.82664416,0.003495733,1.5,11.91745128,1.154384987,0.421059541,0.48670471,1230.201277,0.055422606,0.449162825,404.0801162,0.258940943,0.412275806,3229.586903,1.801558033,0.48670471,0.968411285,2.277420594,22330.01766,57665.1328,28.75728107,63.39640556,0.021096797,0.768996037,2698.967403,1658.08,642.068333,5703.7952,1.39375,1.39375,2208.715065,855.2940751,27.1556045,-0.325871303,-0.325871303,-0.325871303,244.4860008,17998.9056,-0.651742606,14.86881965,8646.98761,38.76,1.519695551,1.519695551,6969.824926,17.9786647,17.9786647,1834.208,3.83775,3.83775,3.274339218,3.274339218,21.34881248,21.34881248,6.176960562,6.176960562,28.75728107,-0.325871303,54.17747125,2.281761715,-0.325871303,-0.325871303,-0.325871303,-0.325871303,1371.179495,0.834369523,0.123347979,0.303401147,0.053256696,1.354014958,4088.001023,0.215051856,0.168605458,11.63,12.07,0.416581491,14.07581593,36.6928,0.225167104,35.3552,0.121099271,1.44356719,0.485240719,1.328732186,8.566549876,0.21681475,0.14367609,1.7125,1.7125,0.173594332,466.2558174,4.93425,44.2311553,25.30026586,1.7125,1.169307692,2.740133834,7.709393765,196.5145319,231.400905,597.5706835,0.258940943,63.39640556,52.34957855,0.308615968,0.308615968,0.256708438,0.256708438,11.33221382,active,1
442 Campesterol,0.422558079,3.831585062,1.58613687,0,1661.366787,-0.651742971,0.091215802,0.510204596,6.947104921,2.93924729,1.194743577,0.028881972,0.127258837,0.43416452,0.554876355,2.044783811,0.050613021,32.00644202,0.001973126,2,12.98786828,1.134247934,0.422558079,0.502907029,1175.933556,-0.455358347,1.327041989,438.1184115,0.254198364,0.295608528,3228.371366,1.801558033,0.502907029,0.989023562,2.277420594,22330.01766,57665.1328,28.75728107,63.60133892,0.02172688,0.972301024,2698.967403,1658.08,642.068333,5703.7952,1.39375,1.39375,2208.715065,855.2940751,27.1556045,-0.325871486,-0.325871486,-0.325871486,245.3940647,17998.9056,-0.651742971,14.86881965,8646.98761,38.76,1.519695551,1.519695551,6969.824926,17.94471512,17.94471512,1834.208,3.83775,3.83775,3.246378396,3.246378396,21.16531698,21.16531698,6.176960562,6.176960562,28.75728107,-0.325871486,54.62393843,2.253113525,-0.325871486,-0.325871486,-0.325871486,-0.325871486,1358.781112,0.789115445,0.139315425,0.338912031,0.048220552,1.302229998,3820.33583,0.201548998,0.187328601,11.63,12.07,0.416581491,14.07581593,36.6928,0.216748742,35.3552,0.121099271,1.596355936,0.488903639,1.338519821,8.566549876,0.093305197,0.153310474,1.7125,1.7125,0.188171982,384.8928558,4.93425,40.80320661,24.35571963,1.7125,1.169307692,2.699151142,7.297534071,199.7277603,231.581648,598.037435,0.254198364,63.60133892,53.032105,0.30189384,0.30189384,0.248358253,0.248358253,11.28428902,active,1
444 Dodecyl gallate,0.429528248,3.460228232,1.563340025,0,1665.869619,-0.651742971,0.106924314,0.510204596,6.621823073,2.924205116,1.168815511,0.035098875,0.159717891,0.43416452,0.520365427,2.141427537,0.054533239,30.06244399,0.001965257,2,11.72565821,1.236029839,0.429528248,0.503525549,1191.869211,-0.443807539,1.336312096,437.5474622,0.233895837,-0.121865937,3228.408243,1.888587264,0.503525549,0.899103513,2.277420594,22330.01766,57665.1328,24.40991147,58.45061894,0.021191944,0.81372755,2698.967403,1658.08,642.068333,5703.7952,1.39375,1.39375,2208.715065,855.2940751,24.91897874,-0.325871486,-0.325871486,-0.325871486,217.3095081,17998.9056,-0.651742971,14.86881965,8646.98761,38.76,1.640402492,1.640402492,6969.824926,16.1032006,16.1032006,1834.208,3.83775,3.83775,3.435812657,3.435812657,17.99928855,17.99928855,5.155519294,5.155519294,24.40991147,-0.325871486,49.87490784,2.09286013,-0.325871486,-0.325871486,-0.325871486,-0.325871486,1291.38033,0.764902293,0.124867987,0.297441963,0.051056748,1.383239441,3820.439479,0.19641735,0.179710623,11.63,12.07,0.381866367,14.07581593,36.6928,0.298473835,35.3552,0.111007665,1.56190801,0.520456731,1.424202037,8.294915235,0.092905717,0.14781559,1.7125,1.7125,0.180244715,369.8455929,4.93425,43.34150249,22.84075884,1.7125,1.169307692,2.704693089,7.732834505,176.2800509,229.8555784,593.5800254,0.233895837,58.45061894,46.98245261,0.280368658,0.280368658,0.231709949,0.231709949,10.2907451,active,1
445 Gallic acid,0.446563364,3.592877969,1.61298771,0,2020.913474,-0.556419563,0.090947715,0.510204596,6.682116067,2.823910823,1.135378988,0.02559304,0.114906904,0.434164506,0.523336604,1.6215067,0.04631313,31.03273784,0.002156471,1.5,11.01325869,1.138669378,0.446563364,0.500678867,1133.833777,-0.493102597,3.095729829,429.646448,0.22863401,1.055526352,3051.922962,1.729862774,0.500678867,0,2.277420594,22233.78734,57416.6272,24.33457736,61.14639635,0.02210797,0.766065124,2695.418465,1658.08,642.068333,5703.7952,1.15125,1.15125,2208.715065,855.2940751,24.20257185,-0.278209782,-0.278209782,-0.278209782,242.6247615,17975.2384,-0.556419563,14.86881965,8609.72376,38.76,1.503540193,1.503540193,6960.660134,16.71777294,16.71777294,1834.208,3.3235,3.3235,3.208883169,3.208883169,19.4436002,19.4436002,5.095368806,5.095368806,24.33457736,-0.278209782,53.34648759,2.217896093,-0.278209782,-0.278209782,-0.278209782,-0.278209782,1413.804614,0.850305954,0.11738806,0.296214318,0.047400201,1.294093997,3696.350736,0.201548998,0.183650271,11.63,12.07,0.416581491,14.07581593,36.6928,0.154958186,35.3552,0.121099271,1.611026326,0.481801788,1.321875258,8.622137448,0.095856244,0.140685647,1.57625,1.57625,0.172300059,390.4960445,4.743,40.54827856,25.59642568,1.57625,1.169307692,2.692181738,7.553529354,201.6249047,231.581648,598.0374351,0.22863401,61.14639635,52.64351745,0.266532911,0.266532911,0.22637529,0.22637529,9.715483683,active,1
448 Kojic acid 7-O-capryloate,0.49588493,5.312322379,1.596177489,0,979.5629804,-0.190647648,0.072401103,0.437318225,6.290233777,1.542286806,2.302091858,0.024403687,0.099835447,0.087099708,0.326674724,0.590290179,0.043214322,28.58157039,0.004990841,1.5,13.95744716,0.574005689,0.49588493,0.115282927,734.283852,0.091481494,-0.397990176,8.729579678,0.247121516,3.208409783,3036.451502,1.629495357,0.115282927,0,1.529214572,22233.78734,57416.6272,28.24190302,86.18823795,0.04902087,0.749992509,2695.418465,1658.08,642.068333,5703.7952,0.69875,0.69875,2208.715065,855.2940751,25.39468667,-0.095323824,-0.095323824,-0.095323824,273.3370988,17975.2384,-0.190647648,6.88,8609.72376,17.544,1.932629375,1.932629375,6960.660134,19.74281375,19.74281375,1834.208,1.938,1.938,3.346749375,3.346749375,32.10407372,32.10407372,5.472557927,5.472557927,28.24190302,-0.095323824,75.03108273,1.316093231,-0.095323824,-0.095323824,-0.095323824,-0.095323824,1640.655273,1.131495971,0.266610169,0.633558894,0.043161766,0.269316422,3652.865379,0.201548998,0.048490496,3.475,7.265,0.416581491,9.677648214,24.9916,0.159275139,10.564,0.121099271,0.268133907,0.201808078,0.499650624,3.710010108,0.464209604,0.335887922,1.0175,1.0175,0.388201754,332.6172755,2.907,7.487501993,23.33929358,1.0175,0.62975,1.130882031,3.260783953,305.9180354,231.400905,597.5706835,0.247121516,86.18823795,78.62643327,0.281462664,0.281462664,0.235429342,0.235429342,9.295240992,active,1
449 11-aminoundecanoic acid,0.476127204,5.029602429,1.549160456,0,985.5824233,-0.188393975,0.094405842,0.437318225,6.702382654,1.493306358,2.315780295,0.037754516,0.151529227,0.103997597,0.352521149,0.856419024,0.04294052,29.45793584,0.004442441,2,16.78372682,0.851904702,0.476127204,0.11596491,795.9324716,0.500932805,-0.006115283,41.4676473,0.216779693,0.481341879,3198.643982,1.808019589,0.11596491,0,1.529214572,22330.01766,57665.1328,21.8131421,84.39820324,0.046724405,0.851484745,2698.967403,1658.08,642.068333,5703.7952,0.69875,0.69875,2208.715065,855.2940751,22.56578538,-0.094196987,-0.094196987,-0.094196987,258.164225,17998.9056,-0.188393975,6.88,8646.98761,17.544,2.10706199,2.10706199,6969.824926,18.71541658,18.71541658,1834.208,1.938,1.938,3.665917885,3.665917885,22.91312314,22.91312314,4.314774058,4.314774058,21.8131421,-0.094196987,73.67955576,1.27848144,-0.094196987,-0.094196987,-0.094196987,-0.094196987,1582.071925,1.111857156,0.286471698,0.650005022,0.045361806,0.278163135,3705.933368,0.2008125,0.074806718,3.475,7.265,0.381866367,9.677648214,24.9916,0.263688271,10.564,0.111007665,0.488899359,0.213853305,0.526350371,4.416928727,0.453636709,0.321226475,1.0175,1.0175,0.373520358,436.1040615,2.907,7.78769013,28.87727177,1.0175,0.62975,1.135292969,3.456578662,287.8953671,229.7027283,593.1853046,0.216779693,84.39820324,74.0666141,0.252395236,0.252395236,0.213092914,0.213092914,9.117829049,active,1
451 (-)Pinocembrin,0.336126278,2.904516158,1.632010092,0,3529.776737,-0.661481064,0.069360894,1,6.359513887,2.657354081,1.999695945,0.021142891,0.086192022,0.098900478,0.353918321,1.645425081,0.057162334,29.47102538,0.004450856,2,20.80133084,0.228799897,0.336126278,0.327797616,953.7616359,-1.918837923,-0.822743048,226.7246392,0.24047004,1.521586616,3086.892114,2.313059261,0.327797616,2.988764223,1.499965972,22233.78734,57416.6272,24.73230919,54.14926045,0.049478557,0.975928095,2695.418465,1658.08,642.068333,5703.7952,0.96375,0.96375,2208.715065,855.2940751,26.71441534,-0.330740532,-0.330740532,-0.330740532,218.3915962,17975.2384,-0.661481064,6.88,8609.72376,17.544,1.878421468,1.878421468,6960.660134,15.41917331,15.41917331,1834.208,2.74125,2.74125,3.813902658,3.813902658,19.73573963,19.73573963,5.300378153,5.300378153,24.73230919,-0.330740532,46.00345809,1.555545212,-0.330740532,-0.330740532,-0.330740532,-0.330740532,0,0.23759914,0.284011194,0.56154136,0.051540913,0.434392653,2611.019774,0.210812673,0.098112397,6.025,7.265,0.416581491,9.677648214,24.9916,0.118439818,20.726,0.121099271,0.560976523,0.282998999,0.744203908,5.278804611,0,0.410847264,1.2825,1.2825,0.487165466,642.9547081,3.83775,7.819067754,43.33942638,1.2825,0.836588942,1.817437652,3.536201559,157.5997024,231.3425267,597.4199271,0.24047004,54.14926045,40.91089148,0.286993647,0.286993647,0.248839179,0.248839179,10.3051636,active,1
452 (+)naringenin,0.334318819,2.827470415,1.634744317,0,4952.621729,-0.661481064,0.069360894,1,5.970744393,2.538387931,1.723667242,0.016988942,0.079186816,0.098900478,0.372658069,1.645431728,0.035983751,27.50359793,0.004321385,2,19.69255827,0.228799897,0.334318819,0.329565011,970.4671289,-1.512166949,-1.352181799,226.7246392,0.240942707,4.397457873,3088.44443,2.313059261,0.329565011,3.132647997,1.499965972,22233.78734,57416.6272,24.73230919,51.35362552,0.041606911,0.9704822,2695.418465,1658.08,642.068333,5703.7952,0.96375,0.96375,2208.715065,855.2940751,26.71441534,-0.330740532,-0.330740532,-0.330740532,209.9293928,17975.2384,-0.661481064,6.88,8609.72376,17.544,1.878421468,1.878421468,6960.660134,15.07729604,15.07729604,1834.208,2.74125,2.74125,3.827364107,3.827364107,19.28693454,19.28693454,5.300378153,5.300378153,24.73230919,-0.330740532,43.5982542,1.501178518,-0.330740532,-0.330740532,-0.330740532,-0.330740532,0,0.236957919,0.236835443,0.389659514,0,0.448213241,0,0,0.078233659,6.025,7.265,0.416581491,9.677648214,24.9916,0.082242076,20.726,0.121099271,0.454265069,0.300121637,0.787075905,5.278804611,0,0.377060377,1.2825,1.2825,0.469866045,632.7189475,3.83775,8.067838338,42.40363603,1.2825,0.836588942,1.828656612,4.43959992,149.9274015,231.3425267,597.4199271,0.240942707,51.35362552,39.08291955,0.287896378,0.287896378,0.249389266,0.249389266,10.12651744,active,1
457 (+)-dihydromorin,0.514912392,1.817166753,1.616480346,0,0,-0.190647312,0.090944655,0,3.687628561,1.451151929,2.188212991,0.031596426,0.132330906,0.087114414,0.082594808,0.66327736,0.076952763,13.98563797,0.003549968,0.666045989,10.53485035,0.706230195,0.514912392,0.089269583,328.2482755,-0.286677056,-0.004300555,7.902587272,0.172845708,1.263617903,3077.617864,2.490024874,0.089269583,0,1.249965972,22233.78734,57416.6272,13.90186736,24.7011952,0.024229966,0.145907943,2695.418465,1658.08,642.068333,5703.7952,0.4275,0.4275,2208.715065,855.2940751,17.65029445,-0.095323656,-0.095323656,-0.095323656,74.02430538,17975.2384,-0.190647312,6.88,8609.72376,17.544,2.721042253,2.721042253,6960.660134,7.311168411,7.311168411,1834.208,1.27925,1.27925,4.457215031,4.457215031,11.75076358,11.75076358,2.822134733,2.822134733,13.90186736,-0.095323656,19.04947244,0.52223901,-0.095323656,-0.095323656,-0.095323656,-0.095323656,1559.789876,0.249521143,0.0190625,0.054296875,0.054277085,0,1312.35258,0.554765979,0.065130632,2.55,7.265,0.416581491,9.677648214,24.9916,0.092234993,8.772,0.121099271,0.308569029,0.073639892,0.226729552,3.926048427,0.818021897,0.169682528,0.8525,0.8525,0.206624486,469.1537491,2.74125,0,27.59732804,0.8525,0.230384615,0.46416579,0,65.39814266,231.4007019,597.570159,0.172845708,24.7011952,17.98005151,0.201098105,0.201098105,0.192731041,0.192731041,6.195438358,active,1
